ID,Age,Gender,Undergraduate_Major,Undergraduate_GPA,WorkYrsExp,CrtJob,Present_Salary,MngExp,Undergrade_UniRank,Entrepreneurial_Interest,Networking,Scholarship_Type,Post_Job,Expected_Salary,Post_Work_Loc,Reason,Study_Type,Response,TOEIC_Score
7507,24,Female,Engineering,3.12,4,Manager,34268,No,279,5.8,9.9,Employer,Marketing Director,126922,International,Career Growth,Online,Yes,750
7508,21,Female,Science,2.47,1,Consultant,34048,No,148,8.7,4.6,Employer,Marketing Director,130687,Domestic,Career Growth,Online,No,550
7509,27,Male,Science,3.29,5,Analyst,69055,No,45,8.7,1.3,Self-funded,Marketing Director,117442,International,Entrepreneurship,Online,No,800
7510,34,Female,Economics,3.77,3,Analyst,107750,No,119,9.8,5.7,Loan,Finance Manager,130176,Domestic,Career Growth,On-Campus,Yes,500
7511,22,Female,Science,2.55,4,Manager,30246,No,292,9.3,3.9,Loan,Executive,123742,Domestic,Entrepreneurship,On-Campus,Yes,800
7512,29,Male,Science,3.66,4,Entrepreneur,77423,No,46,7.6,3.7,Employer,Finance Manager,64388,International,Skill Enhancement,Online,Yes,990
7513,33,Male,Economics,3.33,1,Engineer,58283,Yes,393,7.1,7.2,Employer,Startup Founder,181252,Domestic,Networking,On-Campus,Yes,650
7514,23,Female,Economics,2.07,7,Engineer,110105,No,270,2.5,1.4,Employer,Consultant,152753,International,Skill Enhancement,On-Campus,No,600
7515,28,Male,Arts,2.75,0,Engineer,95491,Yes,427,4.9,5.9,Employer,Finance Manager,130522,International,Career Growth,Online,Yes,500
7516,33,Male,Science,3.02,1,Entrepreneur,57121,Yes,212,6.1,6.7,Employer,Consultant,134615,Domestic,Entrepreneurship,Online,Yes,600
7517,28,Male,Business,3.46,6,Analyst,81866,No,333,1.6,7.5,Employer,Startup Founder,142504,Domestic,Networking,Online,Yes,550
7518,23,Female,Engineering,2.57,6,Analyst,85907,No,445,2.4,9.7,Employer,Executive,82451,Domestic,Entrepreneurship,On-Campus,Yes,500
7519,24,Female,Engineering,3.97,1,Analyst,39634,No,337,6.8,1.1,Scholarship,Consultant,140799,Domestic,Entrepreneurship,On-Campus,Yes,500
7520,22,Male,Economics,3.37,0,Manager,65407,Yes,406,2.3,5.7,Self-funded,Executive,84031,International,Entrepreneurship,On-Campus,Yes,900
7521,24,Male,Economics,2.75,9,Analyst,53068,Yes,133,4.0,8.9,Loan,Startup Founder,165757,International,Skill Enhancement,On-Campus,Yes,750
7522,31,Other,Arts,2.19,0,Analyst,94646,Yes,100,1.3,2.8,Self-funded,Executive,147765,International,Networking,Online,Yes,850
7523,31,Female,Science,2.36,0,Analyst,76150,Yes,315,2.5,9.8,Employer,Startup Founder,149121,International,Career Growth,Online,No,500
7524,31,Female,Economics,2.98,5,Engineer,31918,No,288,6.0,2.7,Employer,Marketing Director,124841,International,Entrepreneurship,On-Campus,Yes,990
7525,34,Male,Economics,2.99,9,Consultant,52305,No,477,6.8,6.7,Self-funded,Startup Founder,173626,International,Skill Enhancement,On-Campus,Yes,850
7526,29,Male,Engineering,3.54,6,Analyst,63711,No,365,1.9,1.7,Loan,Startup Founder,138211,International,Entrepreneurship,On-Campus,No,900
7527,22,Male,Science,3.45,1,Consultant,114477,Yes,204,3.2,5.7,Self-funded,Executive,118789,International,Career Growth,On-Campus,Yes,500
7528,32,Female,Arts,2.4,5,Analyst,60215,No,35,4.6,3.3,Scholarship,Consultant,187911,International,Career Growth,On-Campus,Yes,900
7529,32,Male,Economics,3.19,3,Engineer,63756,Yes,260,7.1,3.8,Scholarship,Marketing Director,161884,Domestic,Entrepreneurship,Online,Yes,600
7530,33,Male,Economics,2.04,8,Engineer,60387,Yes,209,1.7,4.3,Employer,Finance Manager,86013,Domestic,Networking,On-Campus,Yes,800
7531,23,Male,Economics,2.8,7,Consultant,87307,No,469,5.0,3.1,Scholarship,Finance Manager,157132,International,Career Growth,Online,Yes,900
7532,31,Male,Engineering,3.53,7,Engineer,57398,No,338,7.6,8.8,Loan,Consultant,112206,International,Networking,On-Campus,No,650
7533,31,Female,Economics,2.8,1,Manager,44672,No,303,2.3,2.4,Self-funded,Consultant,84883,International,Entrepreneurship,On-Campus,Yes,750
7534,24,Male,Economics,3.67,4,Entrepreneur,67047,Yes,103,5.9,4.9,Loan,Marketing Director,135513,Domestic,Entrepreneurship,On-Campus,Yes,650
7535,25,Female,Engineering,3.95,1,Entrepreneur,82719,No,73,5.0,9.8,Loan,Startup Founder,146236,International,Skill Enhancement,On-Campus,Yes,800
7536,21,Female,Economics,3.21,2,Analyst,92893,Yes,78,4.5,6.3,Self-funded,Consultant,61713,Domestic,Career Growth,Online,Yes,900
7537,27,Male,Science,2.29,7,Engineer,119080,No,182,9.4,6.7,Scholarship,Marketing Director,121635,International,Career Growth,On-Campus,No,850
7538,34,Female,Science,2.76,4,Entrepreneur,44615,Yes,234,4.6,7.6,Employer,Consultant,89645,International,Entrepreneurship,On-Campus,Yes,650
7539,30,Other,Engineering,2.02,3,Consultant,72696,Yes,444,5.0,8.8,Employer,Startup Founder,175588,Domestic,Career Growth,Online,Yes,850
7540,27,Other,Science,3.21,4,Consultant,89330,Yes,362,1.6,8.4,Employer,Consultant,174785,International,Skill Enhancement,Online,Yes,500
7541,29,Male,Arts,3.64,7,Consultant,105051,No,51,4.3,4.3,Employer,Marketing Director,112943,Domestic,Entrepreneurship,On-Campus,Yes,600
7542,24,Male,Economics,3.26,9,Analyst,55091,Yes,88,5.7,8.5,Self-funded,Startup Founder,163752,Domestic,Skill Enhancement,Online,No,800
7543,34,Male,Arts,3.57,6,Entrepreneur,57615,No,397,1.1,2.8,Self-funded,Startup Founder,148648,International,Networking,On-Campus,Yes,700
7544,34,Female,Science,3.6,5,Entrepreneur,107163,No,163,1.4,4.6,Loan,Consultant,63878,International,Networking,Online,Yes,500
7545,26,Female,Engineering,3.7,1,Entrepreneur,44325,No,272,3.2,7.0,Scholarship,Executive,102178,Domestic,Entrepreneurship,Online,Yes,750
7546,31,Female,Engineering,2.53,9,Consultant,34214,No,235,7.7,3.2,Scholarship,Executive,182952,International,Career Growth,Online,Yes,600
7547,22,Male,Arts,3.74,4,Consultant,65916,No,68,8.1,4.2,Scholarship,Executive,90781,International,Skill Enhancement,Online,No,850
7548,32,Male,Science,3.31,9,Analyst,32886,No,259,8.2,5.6,Loan,Consultant,110421,International,Entrepreneurship,On-Campus,Yes,500
7549,32,Female,Economics,2.58,8,Manager,107714,No,482,6.2,3.2,Employer,Consultant,174346,Domestic,Networking,Online,No,800
7550,34,Male,Science,3.97,8,Entrepreneur,53674,No,62,8.5,7.8,Employer,Consultant,73602,Domestic,Networking,On-Campus,No,800
7551,24,Female,Science,3.9,8,Analyst,95370,Yes,335,2.2,7.6,Self-funded,Finance Manager,69881,Domestic,Networking,On-Campus,Yes,900
7552,22,Male,Engineering,3.15,2,Consultant,98017,Yes,31,9.3,9.3,Self-funded,Finance Manager,190309,Domestic,Networking,On-Campus,Yes,650
7553,30,Male,Business,3.69,8,Manager,81162,No,129,8.3,1.6,Employer,Marketing Director,188466,International,Career Growth,Online,Yes,500
7554,25,Male,Economics,2.52,8,Engineer,119437,Yes,318,6.4,9.1,Scholarship,Marketing Director,176932,Domestic,Networking,On-Campus,Yes,700
7555,27,Male,Economics,2.83,4,Manager,35532,Yes,257,6.2,1.1,Scholarship,Startup Founder,70260,Domestic,Career Growth,On-Campus,No,650
7556,33,Male,Engineering,2.37,5,Analyst,52856,No,161,2.0,8.4,Self-funded,Marketing Director,90579,Domestic,Skill Enhancement,Online,Yes,650
7557,21,Male,Science,3.04,6,Manager,112022,No,346,8.2,3.3,Loan,Marketing Director,171417,Domestic,Networking,Online,No,500
7558,30,Male,Engineering,2.99,9,Consultant,51844,No,170,5.5,6.9,Employer,Finance Manager,65410,International,Entrepreneurship,On-Campus,No,900
7559,30,Male,Science,2.43,9,Manager,60636,No,193,8.4,7.0,Scholarship,Executive,188447,International,Career Growth,On-Campus,Yes,800
7560,27,Male,Business,3.35,9,Consultant,66453,No,144,3.8,4.5,Scholarship,Marketing Director,128007,Domestic,Career Growth,On-Campus,No,700
7561,30,Female,Business,2.24,5,Manager,51548,No,421,1.5,2.9,Scholarship,Marketing Director,70754,Domestic,Networking,On-Campus,Yes,800
7562,33,Male,Arts,2.12,4,Analyst,118408,Yes,52,5.6,1.3,Employer,Marketing Director,96678,International,Networking,On-Campus,No,500
7563,26,Female,Science,2.77,0,Engineer,93897,Yes,242,8.9,6.2,Loan,Marketing Director,77544,Domestic,Networking,On-Campus,Yes,700
7564,26,Female,Engineering,2.82,3,Entrepreneur,95011,Yes,35,1.8,7.3,Employer,Finance Manager,180984,International,Career Growth,On-Campus,No,900
7565,32,Female,Engineering,2.64,7,Manager,93045,Yes,72,4.7,4.4,Self-funded,Executive,144499,International,Entrepreneurship,Online,No,900
7566,28,Other,Engineering,2.52,7,Engineer,58790,Yes,175,8.5,2.7,Loan,Finance Manager,198632,Domestic,Entrepreneurship,Online,Yes,850
7567,28,Male,Arts,2.68,5,Manager,100483,No,355,3.1,2.5,Employer,Finance Manager,109672,Domestic,Networking,On-Campus,Yes,850
7568,26,Female,Economics,2.33,2,Engineer,56001,No,371,3.4,3.4,Self-funded,Executive,195581,International,Networking,Online,Yes,990
7569,23,Other,Engineering,2.81,7,Consultant,111703,No,130,6.6,8.2,Self-funded,Consultant,102420,International,Skill Enhancement,Online,Yes,500
7570,25,Female,Business,3.81,6,Engineer,60225,No,428,8.8,2.4,Loan,Marketing Director,101571,International,Networking,On-Campus,Yes,850
7571,22,Male,Engineering,2.45,8,Entrepreneur,87390,Yes,437,6.2,4.9,Loan,Marketing Director,65469,Domestic,Skill Enhancement,On-Campus,Yes,800
7572,34,Male,Engineering,3.37,2,Engineer,42448,No,82,1.9,6.9,Self-funded,Finance Manager,86126,International,Entrepreneurship,Online,Yes,550
7573,25,Male,Engineering,2.28,5,Entrepreneur,34719,Yes,74,9.4,8.6,Employer,Startup Founder,160145,Domestic,Networking,Online,No,700
7574,34,Female,Economics,2.71,0,Entrepreneur,58694,No,138,5.8,5.6,Employer,Marketing Director,180489,International,Entrepreneurship,On-Campus,No,650
7575,29,Female,Engineering,2.64,7,Engineer,80445,No,429,4.1,7.1,Loan,Consultant,106988,Domestic,Entrepreneurship,On-Campus,No,800
7576,30,Male,Economics,3.87,1,Entrepreneur,110347,Yes,332,7.8,5.6,Loan,Finance Manager,91876,International,Networking,On-Campus,No,900
7577,21,Female,Economics,2.86,4,Entrepreneur,52484,Yes,359,7.2,7.8,Loan,Executive,155896,Domestic,Entrepreneurship,On-Campus,Yes,550
7578,30,Female,Arts,3.38,5,Consultant,102444,No,186,3.8,8.1,Loan,Consultant,114777,International,Networking,Online,No,550
7579,25,Male,Business,3.2,3,Analyst,40155,Yes,408,8.7,8.0,Scholarship,Startup Founder,172531,Domestic,Career Growth,Online,No,550
7580,32,Female,Engineering,2.28,8,Consultant,119670,No,496,1.8,7.6,Loan,Startup Founder,155519,International,Skill Enhancement,Online,Yes,650
7581,26,Female,Engineering,3.88,2,Analyst,43899,Yes,278,8.9,8.3,Self-funded,Startup Founder,96186,Domestic,Career Growth,On-Campus,No,700
7582,34,Male,Engineering,2.69,1,Analyst,89044,Yes,41,1.9,8.2,Loan,Executive,81867,Domestic,Career Growth,On-Campus,Yes,500
7583,31,Female,Economics,2.09,2,Consultant,46870,Yes,5,1.3,8.8,Employer,Consultant,165264,International,Networking,On-Campus,Yes,800
7584,27,Male,Science,2.6,4,Entrepreneur,37579,No,86,8.8,5.2,Scholarship,Startup Founder,180835,Domestic,Networking,On-Campus,Yes,850
7585,29,Female,Business,2.67,0,Consultant,55350,No,132,1.6,9.0,Self-funded,Startup Founder,157667,International,Entrepreneurship,On-Campus,No,800
7586,26,Other,Engineering,2.19,9,Entrepreneur,101276,No,233,9.9,1.7,Scholarship,Finance Manager,80144,International,Skill Enhancement,Online,Yes,850
7587,25,Female,Science,3.24,3,Consultant,30888,No,210,1.7,4.2,Self-funded,Executive,179615,International,Networking,Online,Yes,700
7588,32,Male,Science,2.69,0,Consultant,116707,No,222,8.5,9.3,Employer,Startup Founder,156554,Domestic,Career Growth,On-Campus,No,850
7589,27,Male,Science,3.26,8,Manager,107456,Yes,110,9.7,4.7,Scholarship,Executive,194862,Domestic,Entrepreneurship,Online,Yes,500
7590,33,Male,Business,2.01,2,Engineer,50493,Yes,481,6.2,8.8,Scholarship,Startup Founder,129114,International,Career Growth,On-Campus,Yes,550
7591,21,Female,Science,3.96,1,Consultant,73251,No,443,2.5,6.0,Scholarship,Marketing Director,95695,Domestic,Networking,On-Campus,Yes,650
7592,31,Male,Engineering,2.34,4,Engineer,93286,No,22,2.5,3.3,Loan,Marketing Director,119128,International,Entrepreneurship,Online,Yes,750
7593,34,Female,Engineering,3.32,0,Entrepreneur,103272,Yes,60,7.8,1.9,Self-funded,Consultant,171843,Domestic,Career Growth,On-Campus,No,500
7594,25,Male,Arts,3.43,9,Manager,119091,No,326,1.6,7.3,Self-funded,Consultant,188512,International,Entrepreneurship,Online,Yes,990
7595,22,Male,Economics,2.34,6,Manager,89605,No,486,7.2,3.0,Self-funded,Executive,189073,International,Skill Enhancement,On-Campus,Yes,500
7596,24,Male,Science,2.22,8,Analyst,31104,Yes,366,3.6,6.2,Loan,Executive,88641,International,Entrepreneurship,Online,Yes,800
7597,27,Other,Economics,2.31,0,Engineer,55453,No,496,9.3,4.5,Scholarship,Finance Manager,185483,Domestic,Entrepreneurship,Online,Yes,750
7598,25,Female,Economics,2.49,7,Manager,112100,No,486,6.0,7.0,Employer,Executive,110199,International,Skill Enhancement,On-Campus,Yes,750
7599,32,Male,Economics,2.34,7,Entrepreneur,34767,Yes,372,3.0,6.6,Employer,Consultant,149272,Domestic,Networking,On-Campus,Yes,900
7600,26,Male,Economics,3.35,6,Analyst,74408,No,267,8.6,6.5,Loan,Finance Manager,188539,International,Skill Enhancement,Online,Yes,600
7601,22,Female,Economics,2.84,9,Manager,103944,No,174,9.8,5.6,Employer,Startup Founder,172106,International,Networking,Online,No,990
7602,23,Male,Engineering,3.08,3,Entrepreneur,98346,No,169,7.7,7.2,Loan,Consultant,176293,International,Skill Enhancement,On-Campus,No,990
7603,27,Female,Business,2.09,6,Engineer,55200,No,135,7.3,7.4,Loan,Startup Founder,141203,Domestic,Entrepreneurship,Online,Yes,850
7604,31,Female,Science,3.72,1,Entrepreneur,52717,No,280,8.7,2.9,Self-funded,Consultant,85063,International,Career Growth,Online,Yes,800
7605,22,Female,Science,2.34,5,Entrepreneur,77105,Yes,136,1.2,6.4,Loan,Marketing Director,102477,International,Skill Enhancement,Online,Yes,850
7606,32,Female,Engineering,2.72,4,Entrepreneur,43886,No,268,9.0,1.1,Scholarship,Marketing Director,87871,Domestic,Networking,Online,Yes,900
7607,26,Female,Engineering,2.14,4,Consultant,111370,No,394,3.2,5.6,Self-funded,Finance Manager,167030,International,Entrepreneurship,On-Campus,No,900
7608,25,Female,Economics,2.27,7,Manager,42747,No,395,6.3,8.1,Loan,Executive,126170,International,Entrepreneurship,Online,No,500
7609,30,Female,Business,3.33,0,Entrepreneur,112551,No,404,5.0,1.5,Loan,Finance Manager,112429,International,Skill Enhancement,Online,Yes,700
7610,21,Female,Science,3.39,7,Analyst,43044,No,230,4.9,3.9,Self-funded,Executive,159957,Domestic,Entrepreneurship,On-Campus,No,550
7611,32,Male,Arts,3.35,3,Consultant,86719,No,44,5.1,1.3,Loan,Finance Manager,126155,Domestic,Entrepreneurship,Online,No,800
7612,31,Male,Engineering,3.1,9,Entrepreneur,104257,Yes,23,7.2,6.1,Employer,Startup Founder,97511,Domestic,Career Growth,Online,No,750
7613,30,Male,Arts,3.91,5,Entrepreneur,109078,No,278,7.1,9.3,Loan,Finance Manager,135714,International,Networking,On-Campus,No,650
7614,31,Female,Science,3.01,5,Manager,63915,Yes,173,4.4,3.9,Employer,Executive,88584,International,Skill Enhancement,Online,Yes,900
7615,24,Female,Engineering,2.9,0,Consultant,63329,No,22,9.9,4.3,Loan,Startup Founder,167480,Domestic,Networking,On-Campus,Yes,600
7616,31,Male,Science,2.5,7,Entrepreneur,91616,Yes,39,9.7,2.9,Scholarship,Startup Founder,183867,Domestic,Skill Enhancement,On-Campus,No,500
7617,22,Male,Engineering,2.2,3,Entrepreneur,49970,No,297,2.4,7.6,Employer,Finance Manager,69803,Domestic,Entrepreneurship,Online,Yes,700
7618,24,Male,Science,3.1,8,Engineer,80247,Yes,56,7.2,5.6,Self-funded,Consultant,165237,Domestic,Career Growth,On-Campus,No,800
7619,21,Female,Arts,2.63,6,Analyst,78499,No,323,5.6,3.5,Scholarship,Marketing Director,76203,Domestic,Career Growth,Online,Yes,650
7620,22,Female,Business,3.05,3,Analyst,64940,No,124,3.4,1.4,Scholarship,Marketing Director,110121,International,Skill Enhancement,Online,Yes,700
7621,33,Female,Engineering,2.41,0,Manager,40622,No,35,8.3,8.7,Loan,Finance Manager,84642,Domestic,Entrepreneurship,On-Campus,Yes,850
7622,28,Male,Arts,3.68,8,Consultant,53556,Yes,272,3.0,7.2,Scholarship,Consultant,117246,International,Networking,On-Campus,No,850
7623,26,Female,Science,4.0,9,Entrepreneur,110056,Yes,146,7.0,9.8,Loan,Startup Founder,83949,International,Career Growth,Online,No,800
7624,22,Male,Arts,2.64,5,Consultant,95619,No,397,7.6,6.1,Employer,Startup Founder,145472,Domestic,Networking,On-Campus,Yes,550
7625,32,Female,Engineering,3.68,5,Manager,98523,Yes,22,4.6,9.6,Self-funded,Executive,168111,Domestic,Skill Enhancement,On-Campus,Yes,700
7626,26,Male,Arts,3.75,0,Engineer,108488,Yes,9,1.3,7.3,Scholarship,Executive,199947,Domestic,Career Growth,On-Campus,Yes,750
7627,30,Male,Science,3.99,4,Manager,102411,No,70,3.9,4.9,Scholarship,Consultant,197033,Domestic,Career Growth,On-Campus,Yes,600
7628,29,Male,Economics,2.69,3,Analyst,117062,Yes,367,8.3,3.1,Self-funded,Finance Manager,137613,International,Entrepreneurship,On-Campus,Yes,800
7629,27,Male,Business,3.51,0,Engineer,100615,Yes,393,7.1,1.5,Loan,Finance Manager,192662,International,Career Growth,Online,No,550
7630,29,Other,Business,2.46,6,Entrepreneur,63673,No,18,5.4,1.0,Loan,Executive,89682,Domestic,Networking,On-Campus,Yes,650
7631,25,Male,Economics,3.25,3,Manager,102329,Yes,244,7.4,8.5,Scholarship,Marketing Director,107901,Domestic,Skill Enhancement,On-Campus,Yes,900
7632,27,Male,Engineering,3.41,2,Consultant,49616,Yes,237,2.9,6.6,Self-funded,Consultant,115746,International,Skill Enhancement,On-Campus,Yes,800
7633,31,Female,Arts,3.48,1,Consultant,109554,No,192,9.3,2.7,Self-funded,Finance Manager,85725,International,Entrepreneurship,On-Campus,No,600
7634,34,Female,Arts,2.41,7,Analyst,71498,Yes,225,8.6,7.2,Employer,Startup Founder,98337,Domestic,Networking,Online,Yes,500
7635,27,Male,Economics,3.7,4,Analyst,77266,Yes,294,1.3,9.3,Scholarship,Startup Founder,158968,International,Entrepreneurship,On-Campus,No,750
7636,32,Female,Economics,2.84,9,Analyst,87745,No,51,7.0,1.5,Loan,Finance Manager,177364,Domestic,Entrepreneurship,On-Campus,Yes,700
7637,32,Female,Science,2.43,8,Analyst,42550,No,314,3.5,8.2,Employer,Consultant,165832,International,Networking,Online,No,500
7638,23,Male,Science,3.09,4,Entrepreneur,62966,Yes,278,5.5,8.5,Employer,Marketing Director,186935,Domestic,Entrepreneurship,Online,No,700
7639,27,Male,Business,3.73,9,Engineer,84485,No,353,2.8,6.9,Scholarship,Marketing Director,79874,International,Career Growth,On-Campus,Yes,990
7640,21,Male,Engineering,3.93,0,Analyst,86073,No,184,7.6,9.4,Scholarship,Finance Manager,111378,International,Entrepreneurship,Online,No,750
7641,29,Female,Engineering,3.5,9,Manager,116042,No,108,1.4,9.7,Employer,Consultant,191270,Domestic,Career Growth,Online,No,500
7642,30,Male,Economics,2.01,4,Entrepreneur,51484,No,29,6.0,8.0,Self-funded,Marketing Director,168289,International,Career Growth,On-Campus,No,700
7643,33,Male,Business,2.27,4,Engineer,90995,Yes,183,2.0,2.5,Scholarship,Finance Manager,193653,International,Entrepreneurship,Online,Yes,750
7644,26,Female,Business,2.15,7,Entrepreneur,51942,No,121,3.8,1.7,Loan,Executive,107925,International,Entrepreneurship,On-Campus,Yes,550
7645,25,Female,Science,2.2,5,Consultant,87194,Yes,80,2.7,4.8,Scholarship,Executive,140317,International,Networking,Online,No,550
7646,27,Male,Arts,2.77,4,Entrepreneur,32370,No,388,4.9,4.6,Loan,Marketing Director,77791,International,Entrepreneurship,On-Campus,Yes,750
7647,25,Female,Engineering,2.68,7,Entrepreneur,108168,No,164,5.3,2.3,Loan,Consultant,157277,International,Networking,Online,Yes,650
7648,30,Male,Business,2.23,0,Consultant,87241,No,458,6.9,1.4,Employer,Marketing Director,192241,Domestic,Networking,Online,No,700
7649,25,Male,Science,3.76,4,Consultant,42199,No,32,5.0,3.2,Self-funded,Consultant,70905,Domestic,Entrepreneurship,Online,No,550
7650,31,Female,Science,3.23,2,Consultant,87133,Yes,224,7.5,3.6,Employer,Marketing Director,119526,Domestic,Career Growth,On-Campus,No,800
7651,30,Female,Science,3.59,4,Entrepreneur,72593,Yes,270,8.3,9.3,Scholarship,Startup Founder,95572,Domestic,Skill Enhancement,On-Campus,Yes,800
